Training_Hours_per_Week,Average_Heart_Rate,BMI,Sleep_Hours_per_Night,Daily_Caloric_Intake,Hydration_Level,Previous_Competition_Performance,Resting_Heart_Rate,Body_Fat_Percentage,VO2_Max,Event_Distance,Mental_Focus_Level,Performance_Metric,Injury_History_Minor,Injury_History_Major,Sport_Type_Swimming,Sport_Type_Cycling,Sport_Type_Soccer,Sport_Type_Basketball,Sport_Type_Tennis,Training_Intensity_Medium,Training_Intensity_High,Altitude_Training_Medium,Altitude_Training_High
0.3235210060017147,0.105403602401601,0.6600000000000001,0.9499999999999998,0.930009204049782,0.094,0.4235388310648518,0.5916666666666667,0.8320000000000001,0.4680000000000001,0.4727254717248128,0.5777777777777777,0.956885262415634,1,0,0,0,0,0,0,0,0,0,1
0.0777364961417547,0.8172114743162109,0.3800000000000001,0.9833333333333332,0.087118332066109,0.936,0.6502201761409127,0.3083333333333333,0.2679999999999999,0.956,0.3387281320627322,0.5222222222222221,0.9559471365638766,1,0,0,1,0,0,0,0,0,0,1
0.1517576450414404,0.9006004002668446,0.3500000000000001,0.9833333333333332,0.765176677738205,0.8480000000000001,0.0333266613290632,0.0083333333333334,0.1879999999999999,0.7000000000000001,0.6106203277309905,0.7888888888888888,0.7999599118059733,0,1,0,0,0,1,0,1,0,1,0
0.1691911974849957,0.7431621080720481,0.4400000000000001,0.9499999999999998,0.2112929689063187,0.4480000000000002,0.1879503602882305,0.2566666666666667,0.6399999999999999,0.91,0.1280115793431633,0.1333333333333333,0.9541716807059768,1,0,0,0,1,0,0,0,1,1,0
0.1440411546156045,0.8078719146097397,0.6200000000000001,0.25,0.9603425507223178,0.7680000000000002,0.8828062449959968,0.1733333333333333,0.5920000000000001,0.99,0.3491855242038191,0.3999999999999999,0.5369813589897775,0,1,0,0,0,1,0,1,0,0,1
0.9182623606744784,0.4082721814543028,0.19,0.5166666666666665,0.9083596782584338,0.804,0.0653522818254603,0.6933333333333332,0.5720000000000001,0.9080000000000004,0.1220622066249691,0.5333333333333332,0.8828447667976227,1,0,0,0,0,0,0,0,1,0,0
0.6384681337525007,0.3975983989326216,0.0150000000000001,0.9499999999999998,0.2302613149785904,0.004,0.3839071257005604,0.2133333333333332,0.3679999999999999,0.9380000000000004,0.6209240833356918,0.6444444444444444,0.8890344688570853,0,1,0,0,0,0,1,1,0,0,0
0.073735352957988,0.0400266844563041,0.4300000000000001,0.7833333333333331,0.3005322341830406,0.7380000000000002,0.0713570856685348,0.6549999999999999,0.9240000000000002,0.4600000000000001,0.0569708535318209,0.7222222222222221,0.8846615939126953,1,0,0,1,0,0,0,0,1,0,0
0.5984567019148327,0.5276851234156104,0.2949999999999999,0.2666666666666666,0.5801752771219337,0.706,0.0327261809447558,0.5666666666666668,0.172,0.14,0.623030521110873,0.311111111111111,0.4410194419260603,0,1,0,0,0,0,0,1,0,0,0
0.3986853386681909,0.048032021347565,0.29,0.8666666666666666,0.7962703589579416,0.6440000000000001,0.0850680544435548,0.8833333333333334,0.536,0.4940000000000001,0.9341788733590204,0.0111111111111111,0.5568651153419966,1,0,0,0,0,0,0,1,0,1,0
0.4618462417833666,0.23815877251501,0.09,0.1166666666666667,0.3191804393933332,0.012,0.2198759007205764,0.7883333333333332,0.236,0.1099999999999999,0.949206952457578,0.6222222222222222,0.0588294247344157,1,0,0,0,0,1,0,1,0,0,1
0.9802800800228636,0.2928619079386257,0.5150000000000001,0.1333333333333333,0.1539077193965344,0.3559999999999998,0.4895916733386709,0.7016666666666665,0.4559999999999999,0.024,0.2706388449766918,0.0222222222222222,0.918902683219864,0,1,0,1,0,0,0,0,0,0,0
0.0594455558731066,0.3555703802535022,0.77,0.6166666666666666,0.3628396494457562,0.1919999999999999,0.6318054443554844,0.8883333333333333,0.6479999999999999,0.8119999999999999,0.5213716508245835,0.7222222222222221,0.8968731208659051,0,1,0,0,0,1,0,0,1,1,0
0.0457273506716204,0.2161440960640426,0.5800000000000001,0.5833333333333334,0.1936452038897115,0.066,0.980084067253803,0.1266666666666667,0.8720000000000001,0.3500000000000001,0.852664583139603,0.6222222222222222,0.0467412108391256,1,0,0,0,0,0,0,0,1,0,1
0.4166904829951414,0.3609072715143428,0.185,0.9,0.1480251310576653,0.6359999999999999,0.8903122497998399,0.9116666666666668,0.792,0.1759999999999999,0.8174717086404379,0.2777777777777777,0.9273241142626424,0,1,1,0,0,0,0,0,0,0,0
0.2552157759359816,0.4623082054703135,0.7850000000000001,0.85,0.604866141102085,0.4519999999999999,0.0630504403522818,0.7366666666666667,0.712,0.236,0.7291387863522238,0.2333333333333333,0.6768409388536315,0,1,0,0,0,0,0,0,1,0,1
0.0388682480708773,0.7431621080720481,0.33,0.7166666666666667,0.7078314458361679,0.534,0.7775220176140912,0.5816666666666669,0.288,0.7340000000000001,0.5890283297686961,0.0111111111111111,0.9063288583829616,0,1,1,0,0,0,0,0,0,0,1
0.5084309802800799,0.5076717811874583,0.1150000000000001,0.3833333333333332,0.8527352034895355,0.1359999999999999,0.91773418734988,0.6666666666666666,0.42,0.5459999999999999,0.1500968314485904,0.2222222222222222,0.2853537902493187,0,1,1,0,0,0,0,0,1,1,0
0.5467276364675621,0.9679786524349564,0.5250000000000001,0.5833333333333334,0.7671775581255753,0.6419999999999999,0.1157926341072858,0.07,0.0559999999999999,0.368,0.2379041550596958,0.8666666666666667,0.895206578419575,0,1,0,0,1,0,0,0,1,1,0
0.572163475278651,0.695130086724483,0.145,0.9333333333333332,0.2846852615150665,0.6559999999999999,0.6067854283426741,0.6366666666666668,0.8800000000000001,0.2959999999999999,0.7489417272789757,0.6000000000000001,0.0751864543438822,1,0,0,0,0,0,1,0,1,1,0
0.6321806230351528,0.1987991994663108,0.4199999999999999,0.7499999999999999,0.1012845652086918,0.278,0.2760208166533226,0.4316666666666667,0.98,0.068,0.5185435256350648,0.1777777777777777,0.9717661193432118,0,1,0,1,0,0,0,0,0,0,1
0.5270077164904258,0.6144096064042694,0.845,0.6166666666666666,0.3813678018328065,0.6940000000000002,0.5154123298638911,0.5283333333333334,0.336,0.0020000000000001,0.3555816557975556,0.3,0.0992182802164762,0,1,0,0,0,1,0,1,0,0,1
0.8985424406973421,0.9986657771847898,0.7550000000000001,0.9666666666666668,0.7873464324302695,0.9640000000000002,0.7073658927141714,0.0799999999999999,0.3999999999999999,0.646,0.3504510040956266,0.2777777777777777,0.578018451664661,1,0,0,0,1,0,0,0,0,0,0
0.0234352672192054,0.513008672448299,0.375,0.2666666666666666,0.6347592940893994,0.3640000000000001,0.4021216973578863,0.0233333333333333,0.5880000000000001,0.1220000000000001,0.2134456227737863,0.7222222222222221,0.3123803767502771,0,1,0,0,0,0,0,1,0,0,0
0.5272935124321234,0.6957971981320881,0.585,0.3166666666666667,0.5822962103325464,0.274,0.9592674139311448,0.1616666666666667,0.6120000000000001,0.4600000000000001,0.3442145736383962,0.4999999999999999,0.1166851721005349,1,0,1,0,0,0,0,0,1,0,0
0.8370963132323519,0.1687791861240826,0.4850000000000001,0.5499999999999999,0.5702108927928289,0.1500000000000001,0.0254203362690152,0.6650000000000001,0.6200000000000001,0.7000000000000001,0.2226860518240295,0.3333333333333333,0.5709851822186625,0,1,0,1,0,0,0,0,1,0,0
0.5595884538439554,0.8585723815877251,0.665,0.4333333333333332,0.9534195045820162,0.72,0.9304443554843874,0.5283333333333334,0.26,0.052,0.7260640340911387,0.1222222222222222,0.3021647624774504,0,1,0,0,0,1,0,0,0,0,1
0.208059445555873,0.8412274849899932,0.09,0.9833333333333332,0.80787546520469,0.062,0.2137710168134507,0.5483333333333335,0.524,0.63,0.4633132123378226,0.7333333333333332,0.3488185822987585,0,1,0,1,0,0,0,1,0,1,0
0.0703058016576164,0.6824549699799867,0.685,0.9,0.3729641042058507,0.5840000000000001,0.0117093674939951,0.3316666666666666,0.064,0.5220000000000001,0.8174878809074259,0.211111111111111,0.5279335202242692,1,0,0,1,0,0,0,0,0,1,0
0.1774792797942269,0.1160773849232822,0.7150000000000001,0.85,0.7221577494097404,0.912,0.8903122497998399,0.7783333333333334,0.9000000000000001,0.168,0.7313442792627063,0.7555555555555555,0.1536988510380971,0,1,0,0,0,0,1,1,0,0,0
0.975421549014004,0.057371581054036,0.1400000000000001,0.45,0.3849293689223257,0.782,0.1602281825460368,0.9766666666666668,0.316,0.428,0.2744271985186203,0.5777777777777777,0.0574263379434756,1,0,0,0,0,1,0,0,0,0,1
0.9311231780508716,0.0060040026684455,0.8300000000000001,0.5166666666666665,0.825963423906519,0.556,0.1529223378702962,0.4733333333333335,0.8800000000000001,0.2300000000000001,0.1193392011708721,0.4111111111111111,0.8138410395889997,0,1,0,0,0,0,0,1,0,1,0
0.4326950557302085,0.7931954636424283,0.925,0.8833333333333334,0.4777302012885669,0.52,0.5290232185748598,0.8683333333333333,0.8400000000000001,0.312,0.162458508027509,0.3777777777777778,0.2886463756507809,0,1,0,1,0,0,0,1,0,0,1
0.4815661617605029,0.4536357571714476,0.7850000000000001,0.0999999999999999,0.8827484093000921,0.6699999999999999,0.8755004003202562,0.995,0.52,0.094,0.1661336557005219,0.3222222222222222,0.1008377914605834,1,0,1,0,0,0,0,0,0,1,0
0.2246356101743355,0.5903935957304869,0.1550000000000001,0.0999999999999999,0.5233502741206131,0.6759999999999999,0.112990392313851,0.9183333333333332,0.2239999999999999,0.12,0.2023332538196872,0.1666666666666666,0.0878166952659735,0,1,1,0,0,0,0,1,0,1,0
0.211203200914547,0.4389593062041361,0.4500000000000002,0.1333333333333333,0.2760414582416263,0.1599999999999999,0.90162129703763,0.075,0.8800000000000001,0.5279999999999999,0.6652603532831723,0.9222222222222224,0.3657388866639968,0,1,0,1,0,0,0,1,0,1,0
0.7659331237496426,0.0240160106737825,0.55,0.85,0.8312057305214295,0.5660000000000001,0.6209967974379503,0.7666666666666667,0.544,0.8019999999999999,0.6016790856200245,0.1555555555555555,0.7678213856627953,1,0,0,1,0,0,0,0,1,0,0
0.1863389539868533,0.1387591727818545,0.2099999999999999,0.5499999999999999,0.9193245027812238,0.326,0.3231585268214572,0.5633333333333334,0.356,0.91,0.3775981757682837,0.4888888888888889,0.5341996574997482,1,0,0,0,0,0,0,0,0,0,1
0.6458988282366389,0.3062041360907271,0.0150000000000001,0.9499999999999998,0.3403497538917124,0.932,0.3208566853482786,0.64,0.5880000000000001,0.8119999999999999,0.9102904134844362,0.4555555555555554,0.4260112134561474,1,0,0,1,0,0,0,0,1,1,0
0.0305801657616461,0.382254836557705,0.3699999999999999,0.2833333333333333,0.0791548281243746,0.77,0.4203362690152121,0.8133333333333334,0.8360000000000001,0.214,0.4211076385660051,0.7222222222222221,0.5004542242858586,1,0,1,0,0,0,0,1,0,1,0
0.1871963418119462,0.9853235490326884,0.3249999999999999,0.1666666666666666,0.974628836688143,0.1059999999999998,0.6981585268214572,0.1016666666666666,0.0119999999999999,0.7759999999999999,0.0424623085102511,0.4222222222222222,0.7264027400020148,0,1,0,0,0,0,0,0,0,1,0
0.998571020291512,0.923282188125417,0.15,0.9166666666666666,0.4188643002921286,0.5760000000000001,0.5337269815852682,0.7266666666666667,0.336,0.07,0.4174021678923897,0.5444444444444445,0.5554665598718462,0,1,0,1,0,0,0,0,0,0,0
0.625893112317805,0.7011340893929285,0.2550000000000001,0.8166666666666668,0.9506182720396976,0.4659999999999999,0.7011609287429944,0.7366666666666667,0.6640000000000001,0.5479999999999999,0.8817301899837064,0.4444444444444445,0.0599318500701543,1,0,0,0,0,1,0,0,1,0,0
0.5138611031723348,0.3935957304869913,0.6500000000000001,0.4666666666666667,0.3738044739685462,0.3480000000000001,0.1575260208166533,0.5299999999999999,0.52,0.59,0.1158015177672568,0.911111111111111,0.7424333533774303,0,1,0,0,0,1,0,0,0,0,1
0.4555587310660187,0.3695797198132088,0.97,0.8000000000000002,0.7368442114530394,0.4099999999999999,0.8817053642914332,0.0933333333333333,0.1439999999999999,0.954,0.5668622163283293,0.1555555555555555,0.949889757466426,1,0,0,0,0,1,0,1,0,0,1
0.6733352386396112,0.0393595730486991,0.1150000000000001,0.15,0.5783344671655528,0.544,0.3056445156124899,0.5750000000000001,0.9640000000000002,0.862,0.3592183943364721,0.9555555555555556,0.356077403749244,0,1,0,0,0,0,1,0,1,0,0
0.4384109745641611,0.7258172114743162,0.4850000000000001,0.8666666666666666,0.9009964384329106,0.4219999999999999,0.2765212169735788,0.5916666666666667,0.912,0.21,0.6228768845744874,0.6333333333333333,0.7353681877707263,1,0,0,0,0,0,0,0,0,0,0
0.1177479279794227,0.6150767178118746,0.6950000000000001,0.2999999999999999,0.8964344311497059,0.2040000000000001,0.8976180944755804,0.7033333333333335,0.8320000000000001,0.7000000000000001,0.4282072637737176,0.3333333333333333,0.7383592017738358,1,0,0,0,0,0,1,0,1,1,0
0.0888825378679622,0.4402935290193462,0.3349999999999999,0.45,0.0278922725999439,0.074,0.0715572457966373,0.1283333333333334,0.432,0.44,0.3235585456280298,0.0999999999999999,0.8605933052715975,1,0,0,0,0,1,0,0,1,0,0
0.6933409545584451,0.4422948632421614,0.215,0.5833333333333334,0.8376085477610149,0.926,0.0582465972778222,0.4183333333333333,0.6040000000000001,0.3379999999999999,0.3173726535051367,0.7666666666666666,0.7861108307257495,1,0,1,0,0,0,0,1,0,0,1
0.0220062875107173,0.3315543695797198,0.7150000000000001,0.1166666666666667,0.7850254111809196,0.8160000000000001,0.1004803843074459,0.0983333333333333,0.2,0.356,0.5325850964473573,0.4888888888888889,0.858395484781294,1,0,0,0,0,0,1,0,0,0,0
0.0800228636753357,0.172114743162108,0.5050000000000001,0.2833333333333333,0.8380887590539838,0.24,0.7202762209767813,0.21,0.0439999999999999,0.2640000000000001,0.8376203317740573,0.0777777777777777,0.3439105469930493,0,1,0,0,0,0,0,0,1,1,0
0.0257216347527865,0.2655103402268178,0.5700000000000001,0.7166666666666667,0.6685341550282125,0.1859999999999999,0.4661729383506805,0.1983333333333333,0.9240000000000002,0.5579999999999999,0.3900164552816603,0.9222222222222224,0.9095948397500504,1,0,0,0,0,0,1,1,0,0,0
0.1737639325521577,0.734489659773182,0.185,0.1166666666666667,0.3356276761775181,0.8380000000000001,0.1764411529223378,0.3383333333333332,0.288,0.356,0.7142441284563167,0.3999999999999999,0.7599719382641812,0,1,0,0,0,1,0,1,0,1,0
0.1931980565875964,0.3649099399599733,0.06,0.9499999999999998,0.3173396294369524,0.8500000000000001,0.5298238590872698,0.2283333333333334,0.192,0.6940000000000001,0.9650052357714376,0.1777777777777777,0.1143515734616155,0,1,0,0,0,1,0,0,0,0,1
0.0963132323521006,0.6297531687791862,0.28,0.0499999999999999,0.6472848053143385,0.048,0.4417534027221776,0.6216666666666667,1.0,0.5159999999999999,0.3179063383157393,0.4888888888888889,0.1938023619662864,0,1,1,0,0,0,0,0,1,1,0
0.188911117462132,0.8792528352234823,0.1300000000000001,0.0166666666666666,0.2602345031813998,0.4559999999999999,0.5044035228182546,0.6549999999999999,0.8880000000000001,0.8380000000000002,0.8559313810711701,0.0777777777777777,0.0280617358188013,0,1,0,0,0,1,0,1,0,1,0
0.6670477279222634,0.1754503002001333,0.2099999999999999,0.2833333333333333,0.9487774620833168,0.6799999999999999,0.9275420336269016,0.2450000000000001,0.6159999999999999,0.674,0.950710973287458,0.4666666666666666,0.6429144117057527,0,1,0,0,0,1,0,0,0,1,0
0.6947699342669333,0.5743829219479653,0.8899999999999999,0.4833333333333333,0.6726159510184482,0.272,0.9296437149719776,0.37,0.54,0.616,0.2539409793116275,0.3222222222222222,0.5029034841810173,0,1,0,1,0,0,0,0,0,1,0
0.8488139468419548,0.1394262841894596,0.5800000000000001,0.8833333333333334,0.4736083876905839,0.746,0.80484387510008,0.7366666666666667,0.9240000000000002,0.446,0.1727400267651018,0.0444444444444444,0.246926022979238,0,1,0,0,0,0,1,0,0,0,1
0.5847384967133465,0.2054703135423615,0.5050000000000001,0.8833333333333334,0.8688622994117412,0.75,0.697257806244996,0.1533333333333334,0.46,0.1099999999999999,0.8173241367041728,0.2888888888888888,0.7680505415162455,0,1,0,0,1,0,0,1,0,0,1
0.9248356673335236,0.4969979986657771,0.6100000000000001,0.0166666666666666,0.3265036616111089,0.504,0.2594075260208166,0.805,0.6079999999999999,0.956,0.6973117649199271,0.1555555555555555,0.5229643000401123,0,1,0,0,1,0,0,0,1,0,1
0.998285224349814,0.3589059372915276,0.895,0.3833333333333332,0.6895834167033494,0.5980000000000001,0.0525420336269015,0.0783333333333333,0.0199999999999999,0.37,0.7457941998164447,0.1777777777777777,0.6078530332088423,0,1,1,0,0,0,0,1,0,0,1
0.7779365533009429,0.5183455637091394,0.375,0.3666666666666666,0.3656808995958222,0.774,0.960968775020016,0.6566666666666668,0.2199999999999999,0.1220000000000001,0.0833660147895381,0.5666666666666667,0.8926011910770162,1,0,1,0,0,0,0,1,0,0,1
0.0288653901114604,0.829219479653102,0.945,0.4166666666666666,0.6113089759494179,0.5419999999999998,0.3476781425140112,0.0816666666666666,0.52,0.2440000000000001,0.6522740228918439,0.5333333333333332,0.5917195527349652,0,1,0,0,0,0,0,0,0,0,0
0.8722492140611602,0.7184789859906604,0.075,0.7166666666666667,0.0348953539557405,0.1820000000000001,0.5927742193755003,0.4633333333333332,0.8400000000000001,0.608,0.9651103555068592,0.8555555555555554,0.3401524267950261,1,0,0,0,1,0,0,0,1,0,1
0.6067447842240639,0.1467645096731153,0.045,0.0333333333333333,0.267397654968186,0.1899999999999999,0.5392313851080864,0.4549999999999999,0.324,0.8340000000000002,0.5047809264283144,0.0888888888888888,0.2948420308872514,0,1,1,0,0,0,0,0,1,1,0
0.1589025435838811,0.7511674449633088,0.71,0.2,0.8471727560126456,0.2819999999999998,0.7931345076060848,0.4883333333333334,0.732,0.3820000000000001,0.3468708684911679,0.8444444444444443,0.0318966387402846,0,1,1,0,0,0,0,1,0,0,1
0.3343812517862247,0.7771847898599067,0.0699999999999999,0.5666666666666668,0.0996038256833007,0.1759999999999999,0.0619495596477181,0.9016666666666664,0.048,0.5159999999999999,0.2246267238625842,0.3888888888888889,0.4941930316379656,0,1,0,1,0,0,0,0,1,1,0
0.599028293798228,0.9372915276851236,0.9000000000000001,0.6,0.2718796270358957,0.5280000000000002,0.355084067253803,0.6816666666666668,0.5800000000000001,0.152,0.3998694089440723,0.9555555555555556,0.7954041523886312,0,1,0,0,0,0,1,1,0,1,0
0.3658188053729636,0.9979986657771848,0.51,0.5666666666666668,0.2854455960622674,0.4159999999999999,0.5015012009607686,0.2583333333333333,0.24,0.6,0.183272215641008,0.5555555555555556,0.7069483380056067,1,0,0,1,0,0,0,0,0,0,1
0.5547299228350957,0.2601734489659773,0.8050000000000002,0.4,0.485853775661291,0.028,0.4011208967173739,0.1666666666666667,0.276,0.2520000000000001,0.0455512115049507,0.4555555555555554,0.5233202377354689,0,1,0,0,0,0,0,0,1,0,1
0.2772220634466991,0.601067378252168,0.3550000000000002,0.85,0.821361399015567,0.2179999999999999,0.6591273018414731,0.83,0.9000000000000001,0.428,0.9074178145607004,0.7444444444444445,0.2959510924032872,1,0,0,0,0,1,0,0,0,0,0
0.110603029436982,0.4836557705136757,0.0699999999999999,0.8833333333333334,0.7500900396174317,0.328,0.5974779823859087,0.7150000000000002,0.756,0.396,0.8988930083246746,0.9444444444444444,0.1938023619662864,1,0,1,0,0,0,0,0,1,1,0
0.0685910260074307,0.8458972648432288,0.4500000000000002,0.35,0.6725759334107009,0.95,0.0936749399519615,0.7683333333333332,0.2039999999999999,0.38,0.8738987696947889,0.5444444444444445,0.0674809771726071,0,1,0,1,0,0,0,1,0,0,1
0.41926264647042,0.6404269513008671,0.1800000000000001,0.6666666666666666,0.2761214934571212,0.772,0.4138310648518815,0.3983333333333333,0.748,0.426,0.7139934583180033,0.8555555555555554,0.1369643572286744,0,1,0,1,0,0,0,0,1,1,0
0.5390111460417262,0.3362241494329553,0.16,0.4333333333333332,0.0895994237464484,0.5800000000000001,0.1440152121697357,0.7283333333333334,0.548,0.0779999999999999,0.2224374032190897,0.4333333333333334,0.3946048937023666,0,1,0,0,1,0,0,0,0,1,0
0.8053729637039152,0.5456971314209473,0.025,0.4999999999999999,0.622874064588419,0.1479999999999999,0.3837069655724579,0.2766666666666667,0.4879999999999999,0.4720000000000001,0.8798501639463565,0.8888888888888888,0.2714818172660421,0,1,0,0,0,0,0,0,1,0,0
0.1317519291226064,0.495663775850567,0.1050000000000001,0.35,0.1483452719196446,0.6359999999999999,0.949759807846277,0.9966666666666668,0.376,0.6,0.8563316446791222,0.1222222222222222,0.6905334937825912,1,0,0,0,1,0,0,1,0,0,1
0.7482137753643898,0.8692461641094062,0.5350000000000001,0.7499999999999999,0.1400216095081836,0.3480000000000001,0.3893114491593274,0.5116666666666668,0.928,0.874,0.1341145885977431,0.1777777777777777,0.3572221661451499,0,1,1,0,0,0,0,0,0,0,1
