Training_Hours_per_Week,Average_Heart_Rate,BMI,Sleep_Hours_per_Night,Daily_Caloric_Intake,Hydration_Level,Previous_Competition_Performance,Resting_Heart_Rate,Body_Fat_Percentage,VO2_Max,Event_Distance,Mental_Focus_Level,Performance_Metric,Injury_History_Minor,Injury_History_Major,Training_Intensity_Medium,Training_Intensity_High,Altitude_Training_Medium,Altitude_Training_High
0.2929553264604811,0.31827376938637886,0.44000000000000017,0.29999999999999993,0.9868822207958922,0.8140000000000001,0.16442885771543084,0.0033444816053510573,0.043999999999999984,0.24297188755020083,0.1125304506082015,0.5333333333333332,85.8,1,0,0,1,0,1
0.4547537227949599,0.8031018206338502,0.77,0.9166666666666666,0.5338575096277277,0.10000000000000009,0.5892785571142284,0.7792642140468228,0.09199999999999997,0.17068273092369468,0.010204247074512283,0.5888888888888888,88.67,1,0,0,0,1,0
0.7986827033218784,0.29804450438300734,0.8500000000000001,0.7666666666666665,0.29705551989730405,0.42599999999999993,0.18577154308617236,0.11036789297658867,0.724,0.26706827309236936,0.8205552245339688,1.0,7.66,0,1,0,1,0,0
0.5544100801832761,0.358732299393122,0.365,0.8833333333333334,0.038470795892169396,0.9880000000000002,0.665130260521042,0.6822742474916389,0.036000000000000004,0.6064257028112449,0.4842021636651791,0.1111111111111111,27.79,1,0,0,0,0,0
0.09564719358533791,0.3796358732299393,0.9450000000000001,0.5833333333333334,0.344632541720154,0.6259999999999999,0.911623246492986,0.27257525083612033,0.504,0.9598393574297189,0.17082132535638864,0.7222222222222221,61.45,1,0,0,0,0,0
0.6809851088201604,0.3479433580579906,0.31500000000000017,0.6833333333333332,0.21530006418485237,0.41999999999999993,0.18797595190380761,0.006688963210702337,0.9720000000000002,0.431726907630522,0.9703235769787321,0.14444444444444443,58.74,1,0,0,0,0,0
0.05211912943871708,0.942683749157114,0.18500000000000005,0.20000000000000007,0.4729621309370987,0.492,0.01783567134268537,0.1471571906354514,0.37999999999999995,0.6847389558232931,0.22702271078306197,0.4222222222222222,55.73,1,0,0,0,0,1
0.45017182130584193,0.23735670937289277,0.0,0.5666666666666668,0.5914634146341463,0.972,0.36162324649298594,0.3929765886287625,0.2,0.06827309236947787,0.7731495555528534,0.24444444444444446,60.89,1,0,0,0,0,1
0.8505154639175259,0.1335131490222522,0.5800000000000001,0.8833333333333334,0.47400513478819006,0.746,0.8057114228456913,0.7374581939799331,0.9240000000000002,0.44578313253012036,0.1715529506183348,0.044444444444444425,24.65,0,1,0,0,0,1
0.6079610538373423,0.8631153068105192,0.015000000000000124,0.09999999999999998,0.09194480102695768,0.712,0.0691382765531062,0.4966555183946487,0.47200000000000003,0.3092369477911646,0.8710637142243354,0.16666666666666669,35.25,1,0,0,0,1,0
0.861397479954181,0.77950101146325,0.245,0.7666666666666665,0.011793966623876662,0.21799999999999997,0.06462925851703406,0.7809364548494983,0.756,0.8152610441767069,0.0023691687845292676,0.49999999999999994,70.48,0,1,0,0,0,1
0.5123138602520045,0.2616318273769387,0.9350000000000003,0.45000000000000007,0.12708600770218226,0.43199999999999994,0.12675350701402804,0.5033444816053513,0.56,0.3373493975903613,0.06975367940626888,0.9444444444444444,77.34,1,0,0,0,0,0
0.5747422680412371,0.4639244774106541,0.635,0.29999999999999993,0.18224486521180994,0.6159999999999999,0.23366733466933864,0.07859531772575246,0.0,0.6084337349397589,0.36118170653112347,0.7555555555555555,37.52,1,0,1,0,1,0
0.7239404352806413,0.7228590694538098,0.8150000000000002,0.85,0.07662066752246466,0.3440000000000001,0.6878757515030058,0.4983277591973244,0.192,0.5522088353413653,0.4066134059689272,0.3888888888888889,80.98,0,1,0,1,1,0
0.7757731958762886,0.23533378287255557,0.7300000000000002,0.25,0.39553915275994855,0.9840000000000002,0.244689378757515,0.37625418060200666,0.3,0.10843373493975894,0.48933570047545505,0.3777777777777778,69.49,1,0,0,1,0,1
0.7912371134020619,0.09844908968307486,0.835,0.4,0.262716623876765,0.5760000000000001,0.8232464929859719,0.7792642140468228,0.8880000000000001,0.9297188755020082,0.23675677209366425,0.4222222222222222,1.46,1,0,1,0,0,1
0.7631729667812142,0.35064059339177334,0.9950000000000001,0.43333333333333324,0.02366816431322205,0.3619999999999999,0.12745490981963925,0.12040133779264206,0.27999999999999997,0.052208835341365445,0.6885890779089704,0.07777777777777778,20.33,1,0,1,0,0,1
0.09936998854524628,0.6561024949426838,0.79,0.35,0.9559932605905007,0.8500000000000001,0.29458917835671344,0.006688963210702337,0.29600000000000004,0.2811244979919678,0.8906838365537004,0.9666666666666666,7.04,0,1,0,0,0,1
0.6426116838487972,0.2670262980445044,0.7949999999999999,0.2333333333333334,0.15841623876765076,0.782,0.7087174348697395,0.18227424749163879,0.11599999999999999,0.8393574297188756,0.7769556282451937,0.3222222222222222,65.82,0,1,1,0,0,0
0.6351660939289805,0.8766014834794335,0.7450000000000001,0.4999999999999999,0.4623315147625159,0.6400000000000001,0.4560120240480962,0.4581939799331104,0.016000000000000014,0.17269076305220876,0.4879494631370307,0.8222222222222222,27.87,0,1,1,0,1,0
0.3602520045819015,0.05664194200944028,0.6000000000000001,0.1166666666666667,0.7980182926829268,0.6419999999999999,0.8758517034068135,0.7859531772575249,0.11199999999999999,0.38152610441767065,0.7749107255047404,0.4222222222222222,97.24,0,1,0,0,0,0
0.018041237113402053,0.5441672285906946,0.7300000000000002,0.6166666666666666,0.7618340821566111,0.726,0.6927855711422846,0.8227424749163877,0.6440000000000001,0.40160642570281124,0.47129232178540875,0.7222222222222221,87.63,1,0,0,1,0,1
0.4427262313860251,0.18678354686446386,0.4500000000000002,0.15000000000000002,0.5597320282413351,0.6640000000000001,0.061923847695390784,0.8729096989966555,0.184,0.2248995983935742,0.6613385702299451,0.4666666666666666,49.94,0,1,0,0,1,0
0.9825315005727377,0.9999999999999999,0.4750000000000001,0.9666666666666667,0.3958600770218228,0.026000000000000023,0.22414829659318636,0.9464882943143812,0.011999999999999983,0.5461847389558231,0.07371783179509629,0.28888888888888886,8.81,0,1,0,0,0,0
0.48424971363115693,0.6898179366149696,0.9500000000000002,0.1166666666666667,0.8350449293966623,0.5840000000000001,0.14589178356713425,0.2959866220735785,0.48400000000000004,0.6927710843373492,0.24125596345521683,0.5333333333333332,68.47,1,0,0,0,1,0
0.440721649484536,0.614969656102495,0.06999999999999995,0.9499999999999998,0.5743741976893452,0.5080000000000002,0.8404809619238476,0.8662207357859532,0.524,0.9297188755020082,0.06281843938859637,0.1111111111111111,59.68,1,0,0,0,0,0
0.4175257731958763,0.8408631153068106,0.625,0.7333333333333333,0.3492458279845957,0.9440000000000002,0.7101202404809619,0.4214046822742473,0.428,0.9196787148594378,0.5761214538468086,0.711111111111111,41.7,1,0,0,1,0,1
0.15091638029782356,0.825354012137559,0.31500000000000017,0.45000000000000007,0.42911585365853655,0.772,0.4814629258517034,0.7892976588628761,0.07200000000000001,0.19076305220883527,0.5511712084179465,0.9444444444444444,7.48,0,1,1,0,0,1
0.6437571592210767,0.0667565745111261,0.0050000000000000044,0.15000000000000002,0.4232589858793324,0.8019999999999998,0.28176352705410823,0.6254180602006688,0.412,0.23293172690763053,0.5137650935710203,0.7999999999999998,83.25,1,0,1,0,0,1
0.06815578465062999,0.07147673634524615,0.5550000000000002,0.6333333333333332,0.21112804878048774,0.746,0.6469939879759518,0.9247491638795987,0.16799999999999998,0.7530120481927708,0.08178394964148335,0.5666666666666667,55.19,0,1,0,0,0,0
0.849656357388316,0.7235333782872556,0.5300000000000002,0.7333333333333333,0.09370988446726569,0.5280000000000002,0.2912825651302605,0.9749163879598662,0.8560000000000001,0.7349397590361445,0.9346076988865515,0.3444444444444444,90.09,1,0,0,1,0,0
0.93184421534937,0.6250842886041807,0.18500000000000005,0.5666666666666668,0.13274229781771496,0.018000000000000016,0.6311623246492986,0.6488294314381272,0.5840000000000001,0.18273092369477906,0.6032341484571015,0.05555555555555555,60.92,0,1,0,1,1,0
0.9707903780068727,0.7525286581254212,0.16000000000000003,0.35,0.16014120667522458,0.766,0.05841683366733467,0.8411371237458195,0.9440000000000002,0.6767068273092368,0.21152076721346028,0.35555555555555557,47.72,1,0,0,0,0,0
0.8674112256586484,0.16453135536075525,0.9300000000000002,0.4833333333333333,0.3405006418485237,0.742,0.8779559118236473,0.3695652173913043,0.408,0.4337349397590361,0.9231469208912452,0.6888888888888889,24.76,1,0,0,0,0,1
0.3026918671248568,0.8813216453135536,0.6050000000000002,0.45000000000000007,0.22232028241335045,0.7380000000000002,0.9053106212424848,0.2341137123745819,0.176,0.6967871485943774,0.9779722022933717,0.7444444444444445,28.46,0,1,1,0,1,0
0.2963917525773196,0.2616318273769387,0.5750000000000002,0.9833333333333333,0.4535462130937099,0.9380000000000002,0.91563126252505,0.25250836120401343,0.39999999999999997,0.644578313253012,0.5175772462516871,0.09999999999999998,99.37,1,0,0,0,1,0
0.7540091638029782,0.4356035064059339,0.6200000000000001,0.08333333333333337,0.4958681001283697,0.9299999999999999,0.8977955911823646,0.33612040133779264,0.532,0.6987951807228917,0.33897150917470237,0.06666666666666668,50.54,1,0,0,1,1,0
0.9327033218785796,0.7761294672960214,0.94,0.29999999999999993,0.862724646983312,0.4880000000000002,0.16362725450901802,0.668896321070234,0.6840000000000002,0.28514056224899587,0.025454884459955168,0.19999999999999996,39.98,0,1,1,0,0,1
0.9879725085910653,0.7154416722859068,0.8250000000000002,0.08333333333333337,0.3004252246469832,0.05800000000000005,0.37164328657314627,0.9832775919732443,0.10399999999999998,0.5622489959839357,0.0039641523888274115,0.711111111111111,19.72,0,1,0,1,0,0
0.03150057273768614,0.6331759946055293,0.9500000000000002,0.08333333333333337,0.58323973042362,0.9159999999999999,0.009118236472945893,0.6321070234113714,0.4759999999999999,0.3453815261044175,0.6274183153568345,0.05555555555555555,75.31,1,0,0,0,0,0
0.947594501718213,0.9487525286581254,0.31000000000000005,0.8166666666666668,0.594793003851091,0.976,0.4779559118236473,0.7759197324414716,0.768,0.4979919678714858,0.7960488182529355,0.25555555555555554,12.23,0,1,0,1,0,1
0.33734249713631154,0.37086985839514486,0.3699999999999999,0.9666666666666667,0.23279043645699604,0.8180000000000001,0.7090180360721442,0.0033444816053510573,0.992,0.757028112449799,0.6825070629197725,0.39999999999999997,55.52,0,1,1,0,0,0
0.7462772050400917,0.04113283884018881,0.04500000000000004,0.8166666666666668,0.43465179717586644,0.34199999999999986,0.6081162324649299,0.7023411371237457,0.2,0.18473895582329303,0.9590897852142791,0.5888888888888888,39.01,1,0,0,0,0,1
0.2345360824742268,0.0910316925151719,0.635,0.09999999999999998,0.3733552631578947,0.42400000000000015,0.5479959919839679,0.9933110367892976,0.21999999999999997,0.3755020080321284,0.1305373493682892,0.6111111111111112,72.77,0,1,0,1,0,0
0.6961626575028637,0.9379635873229938,0.385,0.016666666666666607,0.027118100128369682,0.8919999999999999,0.7233466933867735,0.1053511705685618,0.055999999999999994,0.8052208835341365,0.8103246308433754,0.12222222222222223,30.15,1,0,0,0,0,1
0.3402061855670103,0.38435603506405924,0.8150000000000002,0.21666666666666667,0.1186216302952503,0.502,0.6468937875751503,0.6003344481605352,0.712,0.054216867469879415,0.42744547263802585,0.23333333333333334,75.91,1,0,0,1,1,0
0.8694158075601375,0.686446392447741,0.3800000000000001,0.1333333333333333,0.8177952503209241,0.942,0.3884769539078156,0.7290969899665553,0.412,0.502008032128514,0.8370259129102472,0.08888888888888888,53.03,1,0,1,0,0,0
0.7915234822451316,0.49696561024949426,0.09499999999999997,0.3833333333333332,0.9339297175866496,0.22999999999999998,0.31983967935871743,0.7474916387959866,0.732,0.9136546184738953,0.3872344565098435,0.5111111111111111,46.74,1,0,0,0,0,1
0.026059564719358524,0.9136884693189481,0.30500000000000016,0.4999999999999999,0.13177952503209245,0.9019999999999999,0.7507014028056112,0.9247491638795987,0.6840000000000002,0.18273092369477906,0.30712655698367725,0.4888888888888889,60.73,1,0,0,1,1,0
0.7978235967926688,0.5590020229265003,0.19000000000000006,0.4833333333333333,0.9230584082156609,0.6180000000000001,0.7223446893787575,0.33612040133779264,0.18799999999999994,0.255020080321285,0.5327569504399885,0.27777777777777773,54.2,1,0,0,1,0,0
0.2571592210767468,0.42346594740391097,0.8899999999999999,0.5666666666666668,0.9673058408215659,0.10400000000000009,0.4605210420841684,0.41806020066889615,0.6000000000000001,0.8132530120481926,0.842013530000689,0.6666666666666665,64.15,1,0,0,0,0,1
0.9957044673539519,0.9730276466621713,0.72,0.15000000000000002,0.022384467265725294,0.8260000000000001,0.8419839679358717,0.7474916387959866,0.27999999999999997,0.6405622489959838,0.31513390160957555,0.45555555555555544,38.24,0,1,0,0,0,0
0.05040091638029781,0.28658125421443015,0.8500000000000001,0.09999999999999998,0.2163029525032092,0.42400000000000015,0.8433867735470941,0.2541806020066889,0.996,0.3554216867469878,0.3855584063945264,0.12222222222222223,68.02,1,0,0,1,0,0
0.6892898052691867,0.523937963587323,0.875,0.4999999999999999,0.22155808729139914,0.806,0.2942885771543086,0.9364548494983277,0.252,0.16666666666666652,0.4927749472054347,0.05555555555555555,3.64,0,1,0,1,1,0
0.45933562428407787,0.528658125421443,0.8050000000000002,0.7166666666666667,0.6205070603337611,0.4159999999999999,0.7933867735470941,0.9498327759197324,0.008000000000000007,0.5883534136546184,0.8666253227460469,0.6555555555555557,80.08,0,1,1,0,0,0
0.5363688430698739,0.9993256911665543,0.14000000000000012,0.8666666666666666,0.4977535301668806,0.02200000000000002,0.9735470941883767,0.9665551839464884,0.38399999999999995,0.9558232931726908,0.13933509247662243,0.6777777777777776,19.19,1,0,0,1,1,0
0.23625429553264604,0.5340525960890088,0.9550000000000001,0.2833333333333333,0.4880455712451862,0.40000000000000013,0.8985971943887774,0.07023411371237454,0.5680000000000001,0.8473895582329315,0.989151274162887,0.7,37.99,1,0,1,0,0,0
0.8118556701030928,0.7538772757923128,0.245,0.25,0.9697528883183567,0.8880000000000001,0.31833667334669336,0.8244147157190637,0.15999999999999998,0.19477911646586332,0.17964946840635398,0.08888888888888888,85.47,0,1,0,1,0,0
0.6635166093928979,0.3641267700606877,0.9450000000000001,0.35,0.6038591142490372,0.75,0.9076152304609217,0.43812709030100316,0.36000000000000004,0.42971887550200794,0.3226062072627487,0.6555555555555557,93.27,1,0,0,0,1,0
0.2588774341351661,0.22049898853674976,0.020000000000000018,0.5833333333333334,0.14951059050064186,0.01200000000000001,0.10450901803607214,0.31270903010033435,0.6679999999999999,0.20080321285140557,0.8883025077925183,0.28888888888888886,33.12,0,1,0,1,0,0
0.265750286368843,0.5003371544167228,0.8400000000000001,0.2833333333333333,0.15733311938382544,0.272,0.10050100200400801,0.9280936454849497,0.8720000000000001,0.30722891566265054,0.24565179501522022,0.8999999999999999,0.18,1,0,1,0,0,0
0.10252004581901489,0.19689817936614962,0.235,0.45000000000000007,0.044849165596919094,0.5,0.9299599198396793,0.02341137123745818,0.6320000000000001,0.8373493975903613,0.31133390890556156,0.13333333333333336,4.33,1,0,1,0,0,1
0.050973654066437585,0.6689143627781525,0.5900000000000001,0.5833333333333334,0.1097560975609756,0.35199999999999987,0.8134268537074147,0.17391304347826086,0.8840000000000001,0.12048192771084332,0.1675644782762017,0.4777777777777777,94.53,0,1,0,0,1,0
0.7270904925544099,0.8422117329737019,0.865,0.18333333333333324,0.19672657252888315,0.016000000000000014,0.13146292585170338,0.2625418060200668,0.72,0.47590361445783114,0.758200890920956,0.4888888888888889,55.56,1,0,0,1,1,0
0.34965635738831613,0.9649359406608226,0.10000000000000009,0.16666666666666663,0.7253289473684211,0.502,0.7660320641282565,0.8645484949832775,0.252,0.6827309236947788,0.6074192070884558,0.8666666666666667,43.01,0,1,0,0,1,0
0.39261168384879724,0.21173297370195543,0.5550000000000002,0.7499999999999999,0.011392811296533911,0.276,0.8260521042084168,0.5066889632107024,0.408,0.931726907630522,0.08769572495754141,0.6111111111111112,34.22,0,1,0,0,0,0
0.013745704467353959,0.12002697235333787,0.42500000000000004,0.016666666666666607,0.4624117458279845,0.522,0.6222444889779558,0.09866220735785947,0.18,0.6144578313253012,0.6581668429863281,0.022222222222222227,54.04,0,1,0,1,1,0
0.46048109965635736,0.6237356709372892,0.25,0.21666666666666667,0.8158295892169448,0.702,0.7731462925851703,0.12207357859531764,0.22399999999999998,0.5763052208835341,0.8578174463238363,0.8888888888888888,83.19,0,1,0,1,0,1
0.4742268041237114,0.21105866486850977,0.845,0.35,0.35642650834403067,0.9159999999999999,0.9769539078156312,0.8996655518394648,1.0,0.8694779116465864,0.7044841940570141,0.28888888888888886,95.3,0,1,0,0,1,0
0.43814432989690716,0.6722859069453809,0.45500000000000007,0.8000000000000002,0.6406851732991014,0.18999999999999995,0.27715430861723445,0.07859531772575246,0.9440000000000002,0.8875502008032127,0.08294117408627909,0.5777777777777777,96.04,1,0,1,0,0,1
0.5088774341351661,0.7909642616318274,0.5300000000000002,0.16666666666666663,0.4454428754813863,0.9240000000000002,0.6589178356713425,0.7307692307692307,0.784,0.08835341365461835,0.5812712039592884,0.3777777777777778,13.92,0,1,0,1,0,1
0.3550973654066438,0.4470667565745111,0.47,0.31666666666666676,0.7446646341463413,0.522,0.9152304609218437,0.6505016722408027,0.21200000000000002,0.16265060240963858,0.37144878015167543,0.3444444444444444,40.71,0,1,0,0,0,1
0.5526918671248569,0.24207687120701282,0.20999999999999996,0.7499999999999999,0.011954428754813784,0.9140000000000001,0.01783567134268537,0.6321070234113714,0.6040000000000001,0.5783132530120482,0.4737344504298551,0.8555555555555554,65.93,0,1,1,0,0,1
0.395475372279496,0.3041132838840189,0.51,0.45000000000000007,0.9155568035943517,0.4680000000000002,0.2772545090180361,0.8444816053511705,1.0,0.6485943775100401,0.24913562832626024,0.23333333333333334,5.77,0,1,1,0,0,0
0.8439289805269186,0.3209710047201618,0.4900000000000002,0.6333333333333332,0.07120507060333758,0.946,0.4329659318637275,0.3712374581939798,0.9080000000000001,0.11646586345381515,0.03726019512709202,0.6888888888888889,38.5,0,1,0,0,0,1
0.8132875143184419,0.2764666217127444,0.0050000000000000044,0.85,0.11886232349165593,0.018000000000000016,0.35390781563126256,0.37959866220735783,0.07600000000000001,0.8152610441767069,0.40476306285491925,0.4888888888888889,26.46,0,1,0,0,0,0
